net,length_um
net172,7.7
_03131_,7.685
_01640_,7.68
_02435_,7.68
_02665_,7.68
_02920_,7.68
_03769_,7.68
_04306_,7.68
_05452_,7.68
_00053_,7.67
_05586_,7.67
_00172_,7.66
_00360_,7.66
_01260_,7.66
_02474_,7.66
_03141_,7.66
_03192_,7.66
_04021_,7.66
_04699_,7.66
_05143_,7.66
_00742_,7.64
_00939_,7.64
_00970_,7.64
_02537_,7.64
_02632_,7.64
_03125_,7.64
_03611_,7.64
_04112_,7.64
_04975_,7.64
_02179_,7.63
_03474_,7.63
_01595_,7.62
_01658_,7.62
_04620_,7.62
_01963_,7.6
_02900_,7.6
_03053_,7.6
_04508_,7.6
_04750_,7.6
_01298_,7.59
_02088_,7.59
_01769_,7.58
_03446_,7.58
_04025_,7.58
product[3],7.58
product[13],7.57
_00135_,7.56
_00441_,7.56
_01088_,7.56
_02644_,7.56
_02986_,7.56
_03607_,7.56
_03885_,7.56
_05330_,7.56
_00323_,7.54
_00328_,7.54
_00971_,7.54
_01464_,7.54
_01945_,7.54
_02143_,7.54
_02158_,7.54
_02441_,7.54
_04857_,7.54
_04895_,7.54
_05649_,7.54
net179,7.54
_00425_,7.52
_00792_,7.52
_00883_,7.52
_01518_,7.52
_03090_,7.52
_03117_,7.52
_03284_,7.52
_03667_,7.52
_04189_,7.52
_04974_,7.52
_05070_,7.52
_05442_,7.52
_05477_,7.52
_01717_,7.51
_03287_,7.5
_00422_,7.48
_01437_,7.48
_05534_,7.48
_05402_,7.47
_01142_,7.46
_04812_,7.46
_00300_,7.44
_00456_,7.44
_00812_,7.44
_00965_,7.44
_01148_,7.44
_01689_,7.44
_02503_,7.44
_02628_,7.44
_02684_,7.44
_03797_,7.44
_03888_,7.44
_04886_,7.44
_05478_,7.44
net132,7.44
_00079_,7.42
_01693_,7.42
_02833_,7.42
_03952_,7.42
_04935_,7.42
_00473_,7.4
_00891_,7.4
_01812_,7.4
_02971_,7.4
_04054_,7.4
_04400_,7.4
_05108_,7.4
_01668_,7.38
_03662_,7.38
_04683_,7.38
_05208_,7.38
_02393_,7.36
_03749_,7.36
_01944_,7.35
_05032_,7.34
_03926_,7.335
_00082_,7.32
_01579_,7.32
_02004_,7.32
_03302_,7.32
_03652_,7.32
_04007_,7.32
_04084_,7.32
_04100_,7.32
_04137_,7.32
_04462_,7.32
_04959_,7.32
_04960_,7.32
_05359_,7.32
_02629_,7.315
_00003_,7.3
_00569_,7.3
_00977_,7.3
_02478_,7.3
_04372_,7.3
_05641_,7.3
_03436_,7.28
_05579_,7.28
_02639_,7.26
_02763_,7.26
_03477_,7.26
_04961_,7.25
_00499_,7.24
_02324_,7.24
_02911_,7.24
_03111_,7.24
_03188_,7.24
_04498_,7.24
_04634_,7.24
_05613_,7.24
_02035_,7.23
_02620_,7.23
_00739_,7.22
_00902_,7.22
_02181_,7.22
_02311_,7.22
_02696_,7.22
_02749_,7.22
_02795_,7.22
_03704_,7.22
_03782_,7.22
_04619_,7.22
_04797_,7.22
_00099_,7.21
_01417_,7.2
_02107_,7.2
_02127_,7.2
_02962_,7.2
_03052_,7.2
_03190_,7.2
_03434_,7.2
_03588_,7.2
_04299_,7.2
_04330_,7.2
_04390_,7.2
_05088_,7.2
net135,7.2
net171,7.19
_01490_,7.18
_02660_,7.18
_03953_,7.18
_04169_,7.18
_04945_,7.18
_04991_,7.18
net157,7.18
net197,7.18
_00560_,7.17
_00554_,7.16
_02272_,7.16
_05097_,7.16
_00822_,7.155
_02832_,7.14
mplier[10],7.13
_02421_,7.12
_02590_,7.12
_04467_,7.12
_04885_,7.12
_04257_,7.11
_04609_,7.11
_00305_,7.1
_02415_,7.1
_02754_,7.1
_03243_,7.1
_03688_,7.1
_04268_,7.1
_04905_,7.1
_00474_,7.08
_03463_,7.08
_03639_,7.08
_04229_,7.08
_02286_,7.075
_03414_,7.07
_00620_,7.06
_01189_,7.06
_01251_,7.06
_02426_,7.06
_02471_,7.06
_02979_,7.06
_04031_,7.06
_04688_,7.06
_04691_,7.06
net124,7.06
_00958_,7.04
mcand[6],7.01
_01866_,7
_03040_,7
_03084_,7
_04351_,7
_04410_,7
_00168_,6.98
_00280_,6.98
_00505_,6.98
_01072_,6.98
_01602_,6.98
_01998_,6.98
_02037_,6.98
_02128_,6.98
_02237_,6.98
_02752_,6.98
_03686_,6.98
_04881_,6.98
_02794_,6.97
_02222_,6.96
_03313_,6.96
_04407_,6.96
_02903_,6.955
_03283_,6.94
_03355_,6.94
_03503_,6.94
_04837_,6.94
_04930_,6.94
_05145_,6.94
_05069_,6.88
_01144_,6.86
_01288_,6.86
_01332_,6.86
_02606_,6.86
_03081_,6.86
_03211_,6.86
_03219_,6.86
_03292_,6.86
_03511_,6.86
_03598_,6.86
_04018_,6.86
_04439_,6.86
_04509_,6.86
_04701_,6.86
_04827_,6.86
_05172_,6.86
_05265_,6.86
net160,6.86
_00272_,6.84
_00919_,6.84
_01287_,6.84
_02420_,6.84
_03470_,6.84
_00263_,6.82
_00877_,6.82
_01819_,6.82
_02899_,6.82
_03152_,6.82
_03475_,6.82
_03635_,6.82
_04379_,6.82
_05120_,6.82
_03617_,6.8
_00674_,6.78
_01546_,6.78
_02512_,6.78
_03349_,6.78
mcand[12],6.77
mplier[15],6.77
_00842_,6.76
_01900_,6.76
_02310_,6.76
_02574_,6.76
_02675_,6.76
_03482_,6.76
_03750_,6.76
_04648_,6.76
_04766_,6.76
_01280_,6.74
_01681_,6.74
_02112_,6.74
_02890_,6.74
_03202_,6.74
_03342_,6.74
_03391_,6.74
_04138_,6.74
_04353_,6.74
_04364_,6.74
_04734_,6.74
net166,6.74
_01544_,6.73
_02137_,6.73
_00491_,6.72
_01561_,6.72
_02057_,6.72
_02703_,6.72
_03221_,6.72
_03397_,6.72
_03609_,6.72
_03796_,6.72
_04231_,6.72
_04243_,6.72
_04488_,6.72
_04635_,6.72
_05035_,6.72
_05188_,6.72
_05281_,6.72
_05598_,6.72
_02370_,6.7
_04235_,6.7
_03818_,6.67
_00604_,6.66
_03395_,6.66
_03416_,6.66
_03738_,6.66
_04362_,6.66
_04490_,6.66
_05261_,6.66
net168,6.66
_04116_,6.655
_00028_,6.64
_00332_,6.64
_00464_,6.64
_00768_,6.64
_01861_,6.64
_02169_,6.64
_02465_,6.64
_02968_,6.64
_03521_,6.64
_03643_,6.64
_03728_,6.64
_04038_,6.64
_04373_,6.64
_04646_,6.64
_05445_,6.64
_05528_,6.64
_00051_,6.62
_02623_,6.62
_01273_,6.6
_01878_,6.6
_01891_,6.6
_02701_,6.6
_02934_,6.6
_04535_,6.6
_04579_,6.6
_04933_,6.6
_04958_,6.6
_05049_,6.6
_05077_,6.6
_05358_,6.6
_04289_,6.58
_03760_,6.575
_02969_,6.57
_00777_,6.54
_01495_,6.54
_04567_,6.54
_05003_,6.54
_05296_,6.54
_01033_,6.52
_02649_,6.52
_03019_,6.52
_03136_,6.52
_04264_,6.52
_04561_,6.52
_05064_,6.52
_05164_,6.52
_05323_,6.52
_05664_,6.52
_05084_,6.515
_00831_,6.51
_02953_,6.5
_05231_,6.5
_02018_,6.48
_02551_,6.48
_03182_,6.48
_05024_,6.48
_02542_,6.46
_02999_,6.45
_04995_,6.42
_00834_,6.41
_02322_,6.41
_03322_,6.41
_00061_,6.4
_01611_,6.4
_01694_,6.4
_02825_,6.4
_03805_,6.4
_04206_,6.4
_05066_,6.4
_05185_,6.4
_05364_,6.4
_00598_,6.39
_01763_,6.39
_04656_,6.38
_00951_,6.36
_01195_,6.36
_02614_,6.36
_03337_,6.36
_03370_,6.36
_03450_,6.36
_04037_,6.36
_02654_,6.34
mcand[23],6.33
_00532_,6.32
_04098_,6.32
_04624_,6.32
mplier[4],6.31
_01592_,6.3
_01955_,6.3
_02050_,6.3
_03025_,6.3
_03401_,6.3
_04365_,6.3
net134,6.3
_00182_,6.28
_00661_,6.28
_01159_,6.28
_01838_,6.28
_01867_,6.28
_01999_,6.28
_02423_,6.28
_04632_,6.28
_05544_,6.28
_01851_,6.27
_00630_,6.26
_01216_,6.26
_01415_,6.26
_02282_,6.26
_02326_,6.26
_03162_,6.26
_03382_,6.26
_03472_,6.26
_03476_,6.26
_03990_,6.26
_04386_,6.26
_04499_,6.26
_05057_,6.26
_05681_,6.26
_02715_,6.24
_03993_,6.22
mplier[5],6.21
product[33],6.21
product[47],6.21
_01352_,6.2
_02432_,6.2
_05039_,6.2
_05621_,6.2
_00603_,6.18
_00757_,6.18
_00871_,6.18
_00933_,6.18
_01371_,6.18
_01631_,6.18
_02188_,6.18
_02257_,6.18
_02760_,6.18
_03096_,6.18
_03242_,6.18
_03804_,6.18
_03863_,6.18
_04298_,6.18
_04583_,6.18
_05067_,6.18
_01125_,6.16
_02464_,6.16
_02489_,6.16
_05237_,6.16
_00616_,6.14
_01147_,6.14
_01384_,6.14
_01872_,6.14
_02738_,6.14
_02942_,6.14
_04411_,6.14
_04735_,6.14
_05036_,6.14
_05045_,6.14
_05481_,6.14
net200,6.14
mcand[28],6.09
mplier[18],6.09
mplier[20],6.09
mplier[31],6.09
_02591_,6.08
_03087_,6.08
_04209_,6.075
_01067_,6.06
_01087_,6.06
_01346_,6.06
_02477_,6.06
_04636_,6.06
_04815_,6.06
_05092_,6.06
_05331_,6.06
_05601_,6.06
_05677_,6.06
_00083_,6.04
_01026_,6.04
_01218_,6.02
_02388_,6.02
_02902_,6.02
_03095_,6.02
_04393_,6.02
_04822_,6.02
_05492_,6.02
mplier[27],5.99
_01979_,5.98
_02395_,5.96
_03890_,5.96
_04872_,5.96
_01347_,5.94
_01972_,5.94
_02800_,5.94
_02880_,5.94
_03268_,5.94
_03839_,5.94
_04255_,5.94
_04838_,5.94
_05153_,5.94
_01212_,5.92
_00975_,5.9
_05573_,5.9
_02135_,5.86
_04545_,5.86
_04882_,5.86
_05073_,5.86
_05407_,5.86
_03130_,5.85
_01540_,5.84
_02410_,5.84
_02413_,5.84
_02610_,5.84
_03620_,5.84
_03991_,5.84
_04851_,5.84
_05495_,5.84
_00045_,5.82
_02926_,5.82
_04087_,5.82
_04418_,5.82
_05080_,5.82
_05674_,5.82
_01313_,5.8
_01325_,5.8
_02526_,5.8
_02756_,5.8
_03555_,5.8
_04048_,5.8
_04135_,5.8
_05117_,5.8
_05122_,5.8
_05370_,5.8
_05378_,5.8
_05580_,5.8
_01139_,5.79
_02733_,5.75
_02621_,5.74
_02932_,5.74
_00607_,5.72
_00687_,5.72
_01030_,5.72
_01360_,5.72
_01781_,5.72
_01910_,5.72
_03437_,5.72
_03693_,5.72
_03943_,5.72
_04784_,5.72
_05038_,5.72
_05158_,5.72
_05221_,5.72
_05264_,5.72
_05298_,5.72
_05335_,5.72
_04806_,5.7
_05131_,5.7
_00737_,5.68
_01004_,5.68
_01250_,5.68
_01326_,5.68
_01442_,5.68
_01724_,5.68
_01742_,5.68
_02914_,5.68
_03479_,5.68
_05056_,5.64
mcand[14],5.63
_00952_,5.62
_01118_,5.62
_02239_,5.62
_04940_,5.62
_02966_,5.61
_00128_,5.6
_00434_,5.6
_01394_,5.6
_01873_,5.6
_02176_,5.6
_02476_,5.6
_02775_,5.6
_03452_,5.6
_04463_,5.6
_04698_,5.6
_05170_,5.6
_05461_,5.6
_02668_,5.59
_00805_,5.58
_01211_,5.58
_02609_,5.58
_03744_,5.58
_03910_,5.58
_03613_,5.56
product[0],5.53
product[29],5.53
product[48],5.53
product[54],5.53
_03717_,5.52
_04936_,5.52
_00833_,5.48
_02781_,5.48
_03466_,5.48
_03800_,5.48
_04331_,5.48
_05333_,5.48
_01726_,5.475
_01169_,5.46
mcand[9],5.41
_01253_,5.4
_04981_,5.4
_05020_,5.4
net175,5.4
_00077_,5.38
_00156_,5.38
_00622_,5.38
_00656_,5.38
_00691_,5.38
_01119_,5.38
_01564_,5.38
_01967_,5.38
_03021_,5.38
_03338_,5.38
_04403_,5.38
_04810_,5.38
_05078_,5.38
_05698_,5.38
net137,5.38
net203,5.38
_00776_,5.375
_01178_,5.36
_01410_,5.36
_02560_,5.36
_02910_,5.36
_04816_,5.36
_00953_,5.34
_01376_,5.34
_01578_,5.34
_02716_,5.34
_03936_,5.34
_05147_,5.34
_05218_,5.34
_05290_,5.34
_05449_,5.34
_05393_,5.315
mcand[10],5.31
product[18],5.29
product[34],5.29
_00923_,5.28
_02959_,5.28
_04908_,5.28
_01991_,5.265
_00298_,5.26
_00601_,5.26
_03121_,5.26
_03833_,5.26
_04347_,5.26
_04402_,5.26
_05050_,5.26
_05135_,5.26
_05244_,5.26
_05623_,5.26
net109,5.26
net133,5.26
_00621_,5.24
_02461_,5.24
_04256_,5.24
_04594_,5.24
_00085_,5.22
_00528_,5.22
_02508_,5.22
_02889_,5.22
_04846_,5.22
net148,5.22
mcand[25],5.19
product[30],5.19
product[58],5.19
product[7],5.19
product[8],5.19
_04622_,5.17
_01149_,5.16
_03917_,5.16
_03948_,5.16
_04829_,5.16
_05118_,5.16
_03702_,5.15
_00122_,5.14
_00847_,5.14
_01173_,5.14
_01862_,5.14
_02963_,5.14
_03088_,5.14
_03746_,5.14
_04575_,5.14
_04884_,5.14
_05015_,5.14
_05624_,5.14
_02773_,5.12
_00291_,5.1
_04454_,5.1
_05626_,5.095
_00339_,5.04
_03871_,5.04
_03947_,5.04
_04530_,5.04
_00655_,5.02
_02445_,5.02
_04186_,5.02
_04709_,5.02
_05087_,5.02
_01826_,5.015
_00926_,5
_03385_,5
_04860_,4.99
_05250_,4.95
product[21],4.95
product[2],4.95
_00276_,4.94
_01073_,4.94
_01815_,4.94
_01860_,4.94
_02342_,4.94
_02571_,4.94
_02589_,4.94
_02980_,4.94
_05053_,4.94
_05100_,4.94
_05171_,4.94
_02356_,4.93
_00164_,4.92
_01201_,4.92
_01268_,4.92
_01614_,4.92
_01630_,4.92
_01764_,4.92
_01973_,4.92
_03031_,4.92
_03665_,4.92
_04162_,4.92
_04904_,4.92
_04946_,4.92
_04970_,4.92
_05141_,4.92
_05683_,4.92
net147,4.92
net194,4.92
net198,4.92
_00817_,4.9
_02091_,4.9
_02337_,4.9
_02964_,4.9
_05297_,4.89
_00289_,4.88
_00337_,4.88
_01111_,4.88
_02753_,4.88
_02904_,4.88
_03752_,4.88
_04584_,4.88
_04894_,4.88
_05177_,4.88
_01731_,4.87
_02635_,4.87
product[24],4.85
product[35],4.85
product[41],4.85
_00185_,4.83
_00228_,4.82
_00766_,4.82
_01036_,4.82
_01698_,4.82
_02048_,4.82
_03156_,4.82
_05121_,4.82
_05338_,4.82
_00293_,4.8
_00400_,4.8
_00538_,4.8
_00618_,4.8
_00869_,4.8
_01422_,4.8
_01493_,4.8
_01690_,4.8
_01773_,4.8
_01959_,4.8
_03189_,4.8
_03248_,4.8
_03970_,4.8
_04041_,4.8
_04396_,4.8
_04560_,4.8
_04618_,4.8
_04775_,4.8
_04911_,4.8
_05034_,4.8
_05086_,4.8
_05132_,4.8
_05165_,4.8
_05389_,4.8
net163,4.8
_00180_,4.76
_01530_,4.76
_02149_,4.76
_03427_,4.76
_03878_,4.76
_05027_,4.76
net196,4.76
net215,4.76
_04821_,4.75
mcand[17],4.73
mcand[21],4.73
mplier[6],4.73
_00110_,4.7
_03523_,4.7
_04903_,4.7
_01315_,4.68
_01889_,4.68
_02501_,4.68
_03372_,4.68
_03419_,4.68
_03586_,4.68
_04941_,4.68
_05366_,4.68
net216,4.68
_00561_,4.66
_01348_,4.61
mplier[0],4.61
product[36],4.61
product[53],4.61
_01678_,4.6
_00915_,4.58
_04578_,4.58
_00508_,4.56
_04515_,4.56
_04528_,4.56
_04599_,4.56
_05618_,4.56
_00763_,4.54
_00662_,4.48
_01317_,4.48
_02561_,4.48
_03556_,4.48
_03698_,4.48
_04266_,4.48
_04703_,4.48
_04729_,4.48
_05283_,4.48
_00761_,4.475
_00029_,4.46
_00192_,4.46
_00797_,4.46
_01480_,4.46
_02730_,4.46
_02735_,4.46
_02762_,4.46
_02881_,4.46
_03471_,4.46
_03684_,4.46
_04352_,4.46
_04486_,4.46
_04752_,4.46
_04803_,4.46
_04874_,4.46
_04909_,4.46
_05109_,4.46
_05583_,4.46
net144,4.46
_03900_,4.44
_00273_,4.42
_02957_,4.42
_03754_,4.42
_05522_,4.42
net158,4.42
mplier[24],4.39
mplier[25],4.39
_00397_,4.34
_00625_,4.34
_01032_,4.34
_01342_,4.34
_01483_,4.34
_01558_,4.34
_02285_,4.34
_02484_,4.34
_02961_,4.34
_03010_,4.34
_04285_,4.34
_04491_,4.34
_04547_,4.34
_04633_,4.34
_05006_,4.34
_05031_,4.34
_05197_,4.34
net152,4.34
_02241_,4.32
_02488_,4.32
product[23],4.27
product[37],4.27
_05489_,4.24
_03244_,4.22
_03681_,4.22
_04173_,4.22
_05152_,4.22
_01676_,4.215
_02951_,4.2
_00780_,4.14
_03146_,4.14
_01108_,4.1
_03272_,4.1
_03301_,4.1
_03504_,4.1
_04056_,4.1
_00416_,4.02
_00824_,4.02
_01027_,4.02
_02686_,4.02
_03229_,4.02
_03308_,4.02
_03714_,4.02
_04953_,4.02
_05472_,4.02
_05488_,4.02
_00229_,4
_00698_,4
_00884_,4
_00980_,4
_01103_,4
_01256_,4
_02500_,4
_03062_,4
_04571_,4
_04722_,4
_05174_,4
_05180_,4
_05196_,4
net210,4
_01064_,3.98
_05187_,3.98
_04742_,3.95
product[12],3.93
product[16],3.93
product[39],3.93
product[55],3.93
product[59],3.93
product[9],3.93
_00433_,3.9
_02028_,3.9
_05115_,3.9
_05292_,3.9
_00619_,3.88
_01135_,3.88
_01327_,3.88
_01434_,3.88
_01455_,3.88
_01784_,3.88
_02315_,3.88
_02440_,3.88
_04073_,3.88
_04101_,3.88
_04193_,3.88
_04327_,3.88
_04428_,3.88
_04708_,3.88
_04924_,3.88
_05029_,3.88
net110,3.88
_01395_,3.84
_04367_,3.84
_01214_,3.78
_01302_,3.76
_01679_,3.76
_03815_,3.76
_04302_,3.76
_04937_,3.76
_00756_,3.74
_01904_,3.71
_03673_,3.68
_00760_,3.66
_02156_,3.64
_03060_,3.64
_04848_,3.64
_04841_,3.57
_00552_,3.56
_01321_,3.56
_01350_,3.56
_00467_,3.54
_00593_,3.54
_00934_,3.54
_01031_,3.54
_01358_,3.54
_02295_,3.54
_02543_,3.54
_02925_,3.54
_02982_,3.54
_03114_,3.54
_03918_,3.54
_03930_,3.54
_04389_,3.54
_04477_,3.54
_04546_,3.54
_04929_,3.54
_04954_,3.54
_05418_,3.54
_05457_,3.54
_02661_,3.52
_02788_,3.52
_02814_,3.52
mcand[31],3.47
product[31],3.47
net159,3.44
_01154_,3.42
_01937_,3.42
_01953_,3.42
_02053_,3.42
_02582_,3.42
_02785_,3.42
_04136_,3.42
_04242_,3.42
_04747_,3.42
_04852_,3.42
_04996_,3.42
_05089_,3.42
_05625_,3.42
_05647_,3.42
net25,3.42
_03757_,3.4
_00557_,3.355
_04902_,3.33
_05014_,3.32
_00749_,3.3
_01775_,3.3
_05567_,3.3
_02624_,3.25
_00724_,3.22
_01061_,3.22
_01336_,3.22
_02556_,3.22
_04664_,3.22
_00250_,3.18
_02039_,3.18
_04939_,3.18
_05239_,3.18
_00166_,3.1
_00639_,3.1
_01488_,3.1
_01543_,3.1
_01942_,3.1
_03914_,3.1
_04095_,3.1
_04146_,3.1
_04170_,3.1
_04942_,3.1
_05395_,3.1
_00730_,3.08
_01857_,3.08
_02226_,3.08
_02482_,3.08
_03374_,3.08
_04408_,3.08
_04493_,3.08
_04670_,3.08
_05054_,3.08
_05374_,3.08
_05688_,3.08
net191,3.08
_01193_,3.06
_03967_,3.06
_00800_,3.03
_02038_,3.03
_02424_,3.03
_02798_,3.03
_03133_,3.03
_03327_,3.03
_03706_,3.03
_03874_,3.03
_03956_,3.03
_04843_,3.03
_05590_,3.03
_04916_,2.98
_00470_,2.96
_00478_,2.96
_00636_,2.96
_00889_,2.96
_01034_,2.96
_01551_,2.96
_01589_,2.96
_01617_,2.96
_03094_,2.96
_03253_,2.96
_03614_,2.96
_04191_,2.96
_04392_,2.96
_04452_,2.96
_04661_,2.96
_04969_,2.96
_04988_,2.96
_05136_,2.96
_05200_,2.96
_05315_,2.96
_05620_,2.96
_05631_,2.96
net65,2.96
net128,2.96
net150,2.96
_02533_,2.92
_05286_,2.86
_04951_,2.84
_00483_,2.76
_01051_,2.76
_04248_,2.76
_04950_,2.76
_05302_,2.76
_01203_,2.74
_01053_,2.72
_02867_,2.72
_04982_,2.645
_00986_,2.64
_02046_,2.64
_02930_,2.64
_03994_,2.64
_04977_,2.64
_00091_,2.62
_00878_,2.62
_04832_,2.62
_04888_,2.62
_05273_,2.62
_05280_,2.62
_05282_,2.62
net184,2.62
_05230_,2.6
_02360_,2.52
_05523_,2.52
_00239_,2.5
_01621_,2.5
_01720_,2.5
_02252_,2.5
_02269_,2.5
_02383_,2.5
_03089_,2.5
_03983_,2.5
_04731_,2.5
_04919_,2.5
_05011_,2.5
_05017_,2.5
_05242_,2.5
_05277_,2.5
net161,2.5
_00899_,2.38
_03099_,2.38
net67,2.38
_00954_,2.3
_02242_,2.3
_02246_,2.3
_02406_,2.3
_02419_,2.3
_02583_,2.3
_02758_,2.3
_03989_,2.3
_04204_,2.3
_04304_,2.3
_04406_,2.3
_04464_,2.3
_04589_,2.3
_04668_,2.3
_04833_,2.3
_04964_,2.3
_05144_,2.3
_05232_,2.3
_05313_,2.3
_05321_,2.3
_05420_,2.3
_05446_,2.3
_04863_,2.28
_02273_,2.18
_02743_,2.18
_05113_,2.18
_05226_,2.18
_05644_,2.18
_00230_,2.16
_00238_,2.16
_00334_,2.16
_00534_,2.16
_00659_,2.16
_01054_,2.16
_01367_,2.16
_01957_,2.16
_02355_,2.16
_03077_,2.16
_03228_,2.16
_04639_,2.16
_04753_,2.16
_04840_,2.16
_04913_,2.16
_04934_,2.16
_05047_,2.16
_05051_,2.16
_05065_,2.16
_05111_,2.16
_05235_,2.16
_05530_,2.16
net155,2.16
_03425_,2.11
_01420_,2.06
_01801_,2.06
_02248_,2.06
_04712_,2.06
_04896_,2.06
_05205_,2.06
_05287_,2.06
_00055_,2.04
_00058_,2.04
_00153_,2.04
_00286_,2.04
_00426_,2.04
_02171_,2.04
_02578_,2.04
_02593_,2.04
_02935_,2.04
_03215_,2.04
_03682_,2.04
_03831_,2.04
_04145_,2.04
_04181_,2.04
_04261_,2.04
_04309_,2.04
_05161_,2.04
_05210_,2.04
_05212_,2.04
_05380_,2.04
_05469_,2.04
_05498_,2.04
net156,2.04
net208,2.04
_05238_,1.94
_05258_,1.915
_02757_,1.86
_00046_,1.84
_03144_,1.84
_04045_,1.84
_05094_,1.84
_01329_,1.82
_02572_,1.82
_04805_,1.82
_01743_,1.72
_02361_,1.72
_02746_,1.72
_05201_,1.72
_05652_,1.72
_00080_,1.7
_00684_,1.7
_00827_,1.7
_01281_,1.7
_01586_,1.7
_01915_,1.7
_02294_,1.7
_02454_,1.7
_02466_,1.7
_02809_,1.7
_03128_,1.7
_03227_,1.7
_03578_,1.7
_03869_,1.7
_04378_,1.7
_04674_,1.7
_05126_,1.7
_05657_,1.7
_04992_,1.6
_05254_,1.6
_03075_,1.56
_02101_,1.38
_04559_,1.38
_05462_,1.26
_02487_,1.14
_03051_,1.14
_03921_,1.14
_05009_,1.14
_02442_,0.8
_04247_,0.8
_04652_,0.8
_04856_,0.8
_05363_,0.8
_03668_,0.46
_04658_,0.46
_04718_,0.46
